Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Cave Problem","B-1 Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108081259/cave-problem,3.2,-1,Boulder,V4,1,17,37.73235,-119.60032
"The Seam","Bridalveil Boulder > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112927462/the-seam,3.2,-1,Boulder,V10,1,13,37.71552,-119.65022
Skywalker,"The Scoop Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114068573/skywalker,3.2,-1,Boulder,"V1 R",1,25,37.85309,-119.44102
Pugilist,"The Ahwahnee Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113617050/pugilist,3.2,-1,Boulder,V9,1,15,37.74732,-119.57384
"Cedar Crack","Cedar Boulder > Lost Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107264580/cedar-crack,3.0,-1,Boulder,V5,1,25,37.72281,-119.61532
"One boulder short of a picnic","Jam Boulder > Manure Pile Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117241212/one-boulder-short-of-a-picnic,3.3,-1,Boulder,V3-,1,10,37.72936,-119.61988
Unnamed,"Eliminator Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114055407/unnamed,2.6,-1,Boulder,V0,1,,37.85273,-119.44141
"Unnamed Flake","Bathroom Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121716776/unnamed-flake,2.9,-1,Boulder,V2,1,,37.73654,-119.57119
Buckwheat,"Buckwheat Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106203202/buckwheat,3.0,-1,Boulder,V4,1,8,37.73838,-119.5678
"The Gallery - Low Right Start","J.B.'s Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694761/the-gallery-low-right-start,2.9,-1,Boulder,V3-4,1,15,37.8742,-119.3456
"Flake Out","B-1 Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107491492/flake-out,3.0,-1,Boulder,V7-,1,,37.73235,-119.60032
"Ament Arete (Stand Start)","Torque Spanner Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121716822/ament-arete-stand-start,2.6,-1,Boulder,V4,1,,37.74315,-119.6032
"White Stuff","Substance Abuse Boulder > Raisin Creek > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119057164/white-stuff,3.0,-1,Boulder,V7,1,,37.83007,-119.47648
"Right Scoop","The Scoop Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114068565/right-scoop,3.0,-1,Boulder,V0+,1,,37.85309,-119.44102
Unnamed,"Pathway Boulders > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117100129/unnamed,3.0,-1,Boulder,V4,1,7,37.74048,-119.58002
"The Big Moe","The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117934808/the-big-moe,2.9,-1,Boulder,V3,1,,37.74049,-119.58002
"The Slopster","B-1 Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106662970/the-slopster,2.9,-1,Boulder,V6,1,18,37.73235,-119.60032
"Kitty Arete","Kitty Arete > Kitty Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119209465/kitty-arete,3.0,-1,Boulder,V4,1,,37.87246,-119.34711
"Little Mouse","Crossroads Boulder > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107598469/little-mouse,2.8,-1,Boulder,V3,1,15,37.71699,-119.65233
"New Delhi Freight Train","New Deli Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118237524/new-delhi-freight-train,2.9,-1,Boulder,V4,1,,37.73644,-119.57311
Unnamed,"Pywiack Boulder > Pywiack Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/115174838/unnamed,2.6,-1,Boulder,V6,1,,37.84563,-119.44564
"Cranium Crusher","Pathway Boulders > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117100112/cranium-crusher,2.6,-1,Boulder,V3,1,7,37.74048,-119.58002
"Smear Out","The Glass Pyramid > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075290/smear-out,2.6,-1,Boulder,V4,1,15,37.7426,-119.60284
"Chocolate Bunny","Athletes Die Young > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107585410/chocolate-bunny,2.6,-1,Boulder,V6-,1,7,37.7393,-119.5793
"Hand Grenade","May Lake - Battle Tanks > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119312632/hand-grenade,3.0,-1,Boulder,V7,1,,37.85149,-119.48827
Matador,"Matador Boulder > Tenaya Hillside > Tenaya Lake Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119125610/matador,3.0,-1,Boulder,V5,1,,37.83184,-119.45037
"What's Next","Bogart Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117588394/whats-next,3.0,-1,Boulder,V3,1,10,37.7191,-119.62835
"Slopers and Dopers","5th Boulder > Drug Dome Trees > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119056789/slopers-and-dopers,3.0,-1,Boulder,V4,1,,37.86588,-119.42046
"Unnamed Mantel","Angler Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108200966/unnamed-mantel,2.2,-1,Boulder,V2,1,6,37.73647,-119.57372
"Donini Problem","Wine Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086655/donini-problem,2.8,-1,Boulder,"V0+ R",1,20,37.74219,-119.60419
"Broken Circuit","Circuit Breaker > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120179001/broken-circuit,2.9,-1,"TR, Boulder","5.12b V5",1,20,37.73578,-119.57543
"The Titanic","Titanic Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118605465/the-titanic,3.0,-1,Boulder,V5,1,,37.74207,-119.60458
"Duck-Hit Traverse","Blue Suede Shoes Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118835135/duck-hit-traverse,3.0,-1,Boulder,V1,1,20,37.7431,-119.60304
"Rubik's Revenge","Rubik's Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120197832/rubiks-revenge,3.0,-1,Boulder,V7,1,15,37.74725,-119.57482
"Swan Slab Traverse","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086329/swan-slab-traverse,3.0,-1,Boulder,V2,1,100,37.74486,-119.59996
"Unnamed V3 Traverse","Traverse Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117539692/unnamed-v3-traverse,2.5,-1,Boulder,V3,1,10,37.74725,-119.57482
"Left Scoop","The Scoop Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114068613/left-scoop,3.0,-1,Boulder,"V0+ PG13",1,,37.85309,-119.44102
"The Bogart Traverse","Bogart Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117588406/the-bogart-traverse,3.0,-1,Boulder,V5,1,15,37.7191,-119.62835
"Beached Whale","Bees Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108878762/beached-whale,2.7,-1,Boulder,V3+,1,12,37.74766,-119.57396
Prowess,"Torque Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107831659/prowess,3.0,-1,Boulder,"V7 PG13",1,15,37.73924,-119.58003
Unnamed,"The Scoop Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114068602/unnamed,3.0,-1,Boulder,V1,1,50,37.85309,-119.44102
"Problem H","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694721/problem-h,2.7,-1,Boulder,V1+,1,10,37.87423,-119.34576
"U.F.O. II","MSG Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107598455/ufo-ii,3.0,-1,Boulder,V7,1,18,37.72376,-119.64498
"New Deli Line","New Deli Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108240252/new-deli-line,2.5,-1,Boulder,V0+,1,10,37.73644,-119.57311
"Jedi Monkey","Campground Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119255862/jedi-monkey,3.0,-1,Boulder,V8,1,,37.869,-119.36571
2x2,"4x4 Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120435032/2x2,3.0,-1,Boulder,V5-6,1,10,37.74821,-119.57789
"Cave Direct","Presidential Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114373981/cave-direct,3.0,-1,Boulder,V3+,1,10,37.72641,-119.60573
"Flapping Shoe","Flapping Shoe Boulders > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121499285/flapping-shoe,3.0,-1,Boulder,V6,1,,37.73659,-119.57212
"Center Face","Higgins Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121946783/center-face,3.0,-1,Boulder,V1,1,,37.74271,-119.60357
"Solo Endeavors Stand","Tank Boulder > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119237019/solo-endeavors-stand,3.0,-1,Boulder,V6,1,,37.8505,-119.48574
"The Thief's Dyno","Honor Among Thieves Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118310035/the-thiefs-dyno,2.8,-1,Boulder,V4,1,,37.74285,-119.60399
"Roadside Cave","Tenaya West Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/110630337/roadside-cave,2.7,-1,Boulder,V5,1,,37.83841,-119.45219
"15. Unnamed or (Shoe Polish)","Little Columbia Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112137132/15-unnamed-or-shoe-polish,2.0,-1,Boulder,V0-,1,15,37.74166,-119.60372
"C85 Arete","Campground Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119288426/c85-arete,3.0,-1,Boulder,V8,1,,37.869,-119.36571
Detached,"Medlicott Boulder > Medlicott Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/120822795/detached,3.0,-1,Boulder,V8,1,11,37.86288,-119.4294
"On the Road","On the Road > Intersection Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118863761/on-the-road,3.0,-1,Boulder,V8,1,,37.71986,-119.68535
"Sex Factor X","The Cove Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075475/sex-factor-x,3.0,-1,Boulder,V9,1,,37.74307,-119.60276
T-Rex,"T-Rex Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122351547/t-rex,3.0,-1,Boulder,V3,1,8,37.74748,-119.57446
Behave,"The King Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113617101/behave,3.0,-1,Boulder,V8-,1,15,37.71818,-119.62817
"Booze Cruise","Booze Bottle Boulder > Ridge Top Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119126111/booze-cruise,3.0,-1,Boulder,V7,1,,37.83858,-119.47288
"Booze Cruise Sit","Booze Bottle Boulder > Ridge Top Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119126157/booze-cruise-sit,3.0,-1,Boulder,V8,1,,37.83858,-119.47288
"Barton Problem","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086537/barton-problem,3.0,-1,Boulder,V4,1,17,37.74486,-119.59996
"Slab Left","Big Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119161407/slab-left,3.0,-1,Boulder,V0-,1,,37.85245,-119.44123
"Knob Walk","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086339/knob-walk,3.0,-1,Boulder,V-easy,1,15,37.74486,-119.59996
Unamed,"Medlicott Boulder > Medlicott Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/122871552/unamed,3.0,-1,Boulder,V4,1,,37.86288,-119.4294
"South Corner","The Cube > Tenaya East Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107809599/south-corner,2.5,-1,Boulder,V0-,1,,37.84011,-119.45082
"Ahwahnee Face","The Ahwahnee Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123457181/ahwahnee-face,3.0,-1,Boulder,V2,1,12,37.74732,-119.57384
"Marco's Traverse","Goodrich Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118193720/marcos-traverse,2.7,-1,Boulder,V1-,1,10,37.74216,-119.60435
"After Midnight","Big Columbia Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108080257/after-midnight,3.0,-1,Boulder,V10,1,25,37.74172,-119.60355
"Unnamed Face","Bathroom Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121716753/unnamed-face,2.6,-1,Boulder,V2,1,,37.73654,-119.57119
"Dynamite Crack","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107982445/dynamite-crack,3.0,-1,Boulder,V0+,1,20,37.71772,-119.71881
"Tendon Technique","Goodrich Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113957153/tendon-technique,3.0,-1,Boulder,V5-6,1,15,37.74216,-119.60435
Do-Bop,"Lower Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120349764/do-bop,3.0,-1,Boulder,"V7 PG13",1,15,37.7216,-119.64323
"Silent Spotter Face","Silent Spotter Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121071857/silent-spotter-face,3.0,-1,Boulder,V6-7,1,10,37.74758,-119.57413
"Unnamed Undercling Problem","Presidential Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/116111440/unnamed-undercling-problem,3.0,-1,Boulder,V1,1,,37.72641,-119.60573
"Yabo Face","Yabo Area [[CLOSED]] > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114296814/yabo-face,3.0,-1,Boulder,V11,1,15,37.727,-119.62873
"The Changing Corners","The Diamond Boulder > Candyland Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075943/the-changing-corners,3.0,-1,Boulder,V8,1,,37.72134,-119.61391
Seamless,"Bridalveil Boulder > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120544532/seamless,3.0,-1,Boulder,V9,1,10,37.71552,-119.65022
"Spliter handcrack","Roadside boulder > Hetch Hetchy > Yosemite National Park > California",https://www.mountainproject.com/route/118812991/spliter-handcrack,3.0,-1,Boulder,V0-1,1,14,37.88228,-119.86102
"Oak Crown","Torque Spanner Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123163454/oak-crown,3.0,-1,Boulder,V0+,1,10,37.74315,-119.6032
"Back to School","Glass House Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121946735/back-to-school,2.7,-1,Boulder,V5,1,,37.74282,-119.60342
"Feels Like an Oil Slick","The King Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121604499/feels-like-an-oil-slick,3.0,-1,Boulder,V4,1,30,37.71818,-119.62817
"The Rebirthing","The Rebirthing Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106049465/the-rebirthing,3.0,-1,Boulder,V0,1,,37.74321,-119.60256
"Delicate Flower","Honor Among Thieves Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118309995/delicate-flower,3.0,-1,Boulder,V6,1,,37.74285,-119.60399
Crippler,"The King Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121426244/crippler,3.0,-1,Boulder,V4,1,,37.71818,-119.62817
"Cerwin's Mantel","Mantel Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117402722/cerwins-mantel,3.0,-1,Boulder,V8,1,10,37.8742,-119.3455
"Kamp's problem","Reach for a Peach Boulder > Tenaya East Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/122553792/kamps-problem,3.0,-1,Boulder,V2+,1,12,37.83991,-119.45074
Merganser,"Merganser Boulder > Intersection Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121952508/merganser,3.0,-1,Boulder,V4-5,1,,37.719,-119.67822
Thunderhead,"Mantel Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/113617191/thunderhead,3.0,-1,Boulder,V11,1,30,37.8742,-119.3455
"J.B.'s Arete","J.B.'s Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117539803/jbs-arete,3.0,-1,Boulder,"V5 PG13",1,,37.8742,-119.3456
"The Fridge","The Fridge Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117403296/the-fridge,2.8,-1,Boulder,V5,1,10,37.74725,-119.57482
"Center Mantel","Mantel Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119409861/center-mantel,3.0,-1,Boulder,V6,1,,37.8742,-119.3455
"Roof Crack","May Lake - West Side > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/122901160/roof-crack,3.0,-1,Boulder,V3-4,1,25,37.84792,-119.49636
"Cindy (AKA ""Sydnie"")","The Cindy Boulder > The Wave Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119129352/cindy-aka-sydnie,3.0,-1,Boulder,"V10 PG13",1,,37.71959,-119.65802
"Fish Head","Bogart Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117685449/fish-head,3.0,-1,Boulder,V7,1,10,37.7191,-119.62835
"Hand Rail","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086257/hand-rail,3.0,-1,Boulder,V0,1,15,37.74486,-119.59996
"One Try Traverse","One Try Wall > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/120855050/one-try-traverse,3.0,-1,Boulder,V6-,1,30,37.8761,-119.34551
"Rubik's Arete","Rubik's Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117861630/rubiks-arete,3.0,-1,Boulder,V4,1,15,37.74725,-119.57482
"Unnamed V5","Second Boulder > The Gunks > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117391347/unnamed-v5,3.0,-1,Boulder,V5,1,15,37.88114,-119.39904
"Weathered Visory","Visor Boulder > Cathedral Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/120820491/weathered-visory,3.0,-1,Boulder,V4,1,25,37.86272,-119.3986
"Flake or Fail","Daddy Dome Boulder > Sentinel Dome > Yosemite National Park > California",https://www.mountainproject.com/route/121209014/flake-or-fail,3.0,-1,Boulder,V0,1,25,37.72185,-119.58366
Yogurt,"Spaceballs Wall > Raisin Creek > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/123207776/yogurt,3.0,-1,Boulder,V7,1,15,37.82866,-119.47559
"The Pedestal","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086348/the-pedestal,3.0,-1,Boulder,V0-,1,12,37.74486,-119.59996
"Another Unnamed V3","Unnamed Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119309637/another-unnamed-v3,3.0,-1,Boulder,V3,1,10,37.7364,-119.57051
Brimshot,"Visor Boulder > Cathedral Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/120820615/brimshot,3.0,-1,Boulder,V0,1,8,37.86272,-119.3986
Plurality,"Cedar Boulder > Lost Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121440106/plurality,3.0,-1,Boulder,"V6 R",1,,37.72281,-119.61532
"Momentum Mantel","Yi Girl Boulder > The Wave Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121546455/momentum-mantel,3.0,-1,Boulder,V3,1,,37.71993,-119.65745
Cornerstone,"Bear Witch Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/121283543/cornerstone,3.0,-1,Boulder,V1,1,8,37.80992,-119.44647
Slapshot,"B-1 Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107833683/slapshot,3.0,-1,Boulder,V8,1,,37.73235,-119.60032
"No Fox Given","No Fox Given > Mist Trail Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120675593/no-fox-given,3.0,-1,Boulder,V0,1,12,37.72532,-119.55313
"Glass Dike","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086374/glass-dike,3.0,-1,Boulder,"V0- PG13",1,25,37.74486,-119.59996
Juniper,"Juniper Boulder > Garden Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121952621/juniper,3.0,-1,Boulder,V4,1,,37.73522,-119.61017
Crowned,"Visor Boulder > Cathedral Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/120820570/crowned,3.0,-1,Boulder,V2,1,8,37.86272,-119.3986
Garageman,"Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086394/garageman,3.0,-1,Boulder,"V5 PG13",1,25,37.74486,-119.59996
"Back Breaker Roof","Back Breaker Cliff > Olmsted Point Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/109494781/back-breaker-roof,3.0,-1,"TR, Boulder","5.11d V3+ R",1,25,37.80643,-119.48893
"Unnamed V3 Face","May Lake - West Side > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/121280131/unnamed-v3-face,3.0,-1,Boulder,"V3- R",1,15,37.84792,-119.49636
Blobber,"Bear Witch Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/121283533/blobber,3.0,-1,Boulder,V0,1,10,37.80992,-119.44647
TKO,"TKO Boulder > Yosemite Creek > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114782878/tko,3.0,-1,Boulder,V7,1,,37.85916,-119.56823
"Wet Hug","Jumping Rock Boulders > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112416298/wet-hug,3.0,-1,Boulder,"V0+ PG13",1,12,37.54544,-119.64372
